Date,Time of day,yes_price,fore_gen,hour,month,day,weekday,week,norm_yp,norm_fg,norm_hh,norm_mm,norm_dd,norm_ww
"1-Jan, 2018",12:00 AM,-2.04,0.0,0,1,1,1,1,0.3621187643804769,0.0,0.0,0.0,0.0,0.0
"1-Jan, 2018",1:00 AM,-4.99,0.0,1,1,1,1,1,0.3476770940421991,0.0,0.043478260869565216,0.0,0.0,0.0
"1-Jan, 2018",2:00 AM,-0.59,0.0,2,1,1,1,1,0.3692172125128507,0.0,0.08695652173913043,0.0,0.0,0.0
"1-Jan, 2018",3:00 AM,-3.71,0.0,3,1,1,1,1,0.3539433103245705,0.0,0.13043478260869565,0.0,0.0,0.0
"1-Jan, 2018",4:00 AM,0.08,0.0,4,1,1,1,1,0.3724971850981545,0.0,0.17391304347826086,0.0,0.0,0.0
"1-Jan, 2018",5:00 AM,1.16,0.0,5,1,1,1,1,0.3777843050864053,0.0,0.21739130434782608,0.0,0.0,0.0
"1-Jan, 2018",6:00 AM,-0.86,0.0,6,1,1,1,1,0.367895432515788,0.0,0.2608695652173913,0.0,0.0,0.0
"1-Jan, 2018",7:00 AM,4.09,0.0,7,1,1,1,1,0.39212806579527104,0.0,0.30434782608695654,0.0,0.0,0.0
"1-Jan, 2018",8:00 AM,4.17,0.0,8,1,1,1,1,0.39251970431291927,0.0,0.34782608695652173,0.0,0.0,0.0
"1-Jan, 2018",9:00 AM,4.21,0.04,9,1,1,1,1,0.39271552357174333,0.04938271604938271,0.3913043478260869,0.0,0.0,0.0
"1-Jan, 2018",10:00 AM,9.05,0.1,10,1,1,1,1,0.4164096538894601,0.12345679012345678,0.43478260869565216,0.0,0.0,0.0
"1-Jan, 2018",11:00 AM,9.2,0.14,11,1,1,1,1,0.4171439761100505,0.17283950617283952,0.4782608695652174,0.0,0.0,0.0
"1-Jan, 2018",12:00 PM,4.45,0.18,12,1,1,1,1,0.39389043912468796,0.2222222222222222,0.5217391304347826,0.0,0.0,0.0
"1-Jan, 2018",1:00 PM,2.04,0.27,13,1,1,1,1,0.3820923287805356,0.3333333333333333,0.5652173913043478,0.0,0.0,0.0
"1-Jan, 2018",2:00 PM,0.06,0.24,14,1,1,1,1,0.3723992754687424,0.2962962962962963,0.6086956521739131,0.0,0.0,0.0
"1-Jan, 2018",3:00 PM,0.36,0.09,15,1,1,1,1,0.3738679199099232,0.1111111111111111,0.6521739130434783,0.0,0.0,0.0
"1-Jan, 2018",4:00 PM,1.46,0.0,16,1,1,1,1,0.3792529495275861,0.0,0.6956521739130435,0.0,0.0,0.0
"1-Jan, 2018",5:00 PM,6.14,0.0,17,1,1,1,1,0.4021638028100064,0.0,0.7391304347826086,0.0,0.0,0.0
"1-Jan, 2018",6:00 PM,9.96,0.0,18,1,1,1,1,0.4208645420277085,0.0,0.7826086956521738,0.0,0.0,0.0
"1-Jan, 2018",7:00 PM,7.92,0.0,19,1,1,1,1,0.41087775982767916,0.0,0.8260869565217391,0.0,0.0,0.0
"1-Jan, 2018",8:00 PM,4.06,0.0,20,1,1,1,1,0.39198120135115294,0.0,0.8695652173913043,0.0,0.0,0.0
